# format	robotrace-shortcut-course-v1
# course_id	2013alljapan_pre
# source_file	examples/synthetic/2013alljapan_pre.json
# source_hash	fe3e7db3b0d6a406580611db0246c2fbf0cd40c935f1033c2b4551f30e6d4960
# line_width_mm	19.000000
distance_mm	line_x_mm	line_y_mm
6710	-290.631256	1671.10498
6720	-295.743256	1679.69958
6730	-300.855225	1688.29431
6740	-305.967224	1696.88892
6750	-311.079193	1705.48352
6760	-316.191193	1714.07812
6770	-321.303162	1722.67273
6780	-326.415161	1731.26746
6790	-331.52713	1739.86206
6800	-336.63913	1748.45667
6810	-341.751099	1757.05127
6820	-346.863098	1765.64587
6830	-351.975067	1774.24048
6840	-357.087067	1782.83521
6850	-362.199036	1791.42981
6860	-367.311035	1800.02441
6870	-372.423004	1808.61902
6880	-377.534973	1817.21362
6890	-382.646973	1825.80835
6900	-387.758942	1834.40295
6910	-392.870941	1842.99756
6920	-397.98291	1851.59216
6930	-403.09491	1860.18677
6940	-408.206879	1868.78149
6950	-413.318878	1877.3761
6960	-418.430847	1885.9707
6970	-423.542847	1894.56531
6980	-428.657288	1903.15845
6990	-434.027191	1911.59314
7000	-439.811951	1919.7489
7010	-445.997101	1927.60522
7020	-452.567169	1935.1427
7030	-459.505737	1942.34241
7040	-466.795471	1949.18628
7050	-474.418152	1955.65735
7060	-482.354706	1961.73926
7070	-490.585327	1967.41699
7080	-499.089417	1972.67615
7090	-507.845764	1977.50378
7100	-516.832397	1981.8877
7110	-526.026978	1985.81714
7120	-535.406372	1989.28198
7130	-544.947266	1992.2738
7140	-554.625732	1994.78491
7150	-564.417664	1996.80933
7160	-574.298462	1998.34167
7170	-584.24353	1999.37842
7180	-594.228027	1999.91675
7190	-604.227234	2000
7200	-614.227234	2000
7210	-624.227234	2000
7220	-634.227234	2000
7230	-644.227234	2000
7240	-654.227234	2000
7250	-664.227234	2000
7260	-674.227234	2000
7270	-684.227234	2000
7280	-694.227234	2000
7290	-704.227234	2000
7300	-714.227234	2000
7310	-724.227234	2000
7320	-734.227234	2000
7330	-744.227234	2000
7340	-754.227234	2000
7350	-764.227234	2000
7360	-774.227234	2000
7370	-784.227234	2000
7380	-794.227234	2000
7390	-804.227234	2000
7400	-814.227234	2000
7410	-824.227234	2000
7420	-834.227234	2000
7430	-844.227234	2000
7440	-854.227234	2000
7450	-864.227234	2000
7460	-874.227234	2000
7470	-884.227234	2000
7480	-894.227234	2000
7490	-904.227234	2000
7500	-914.227234	2000
7510	-924.227234	2000
7520	-934.227234	2000
7530	-944.227234	2000
7540	-954.227234	2000
7550	-964.227234	2000
7560	-974.227234	2000
7570	-984.227234	2000
7580	-994.227234	2000
7590	-1004.22723	2000
7600	-1014.22723	2000
7610	-1024.22717	2000
7620	-1034.22717	2000
7630	-1044.22717	2000
7640	-1054.22717	2000
7650	-1064.22717	2000
7660	-1074.22717	2000
7670	-1084.22717	2000
7680	-1094.22717	2000
7690	-1104.22717	2000
7700	-1114.22717	2000
7710	-1124.22717	2000
7720	-1134.22717	2000
7730	-1144.22717	2000
7740	-1154.22717	2000
7750	-1164.22717	2000
7760	-1174.22717	2000
7770	-1184.22717	2000
7780	-1194.22717	2000
7790	-1204.22717	2000
7800	-1214.22717	2000
7810	-1224.22717	2000
7820	-1234.22717	2000
7830	-1244.22717	2000
7840	-1254.22717	2000
7850	-1264.22717	2000
7860	-1274.22717	2000
7870	-1284.22717	2000
7880	-1294.22717	2000
7890	-1304.22717	2000
7900	-1314.22717	2000
7910	-1324.22717	2000
7920	-1334.22717	2000
7930	-1344.22717	2000
7940	-1354.22717	2000
7950	-1364.22717	2000
7960	-1374.22717	2000
7970	-1384.22717	2000
7980	-1394.22717	2000
7990	-1404.22717	2000
8000	-1414.22717	2000
8010	-1424.22717	2000
8020	-1434.22717	2000
8030	-1444.22717	2000
8040	-1454.22717	2000
8050	-1464.22717	2000
8060	-1474.22717	2000
8070	-1484.22717	2000
8080	-1494.22717	2000
8090	-1504.22717	2000
8100	-1514.22717	2000
8110	-1524.22717	2000
8120	-1534.22717	2000
8130	-1544.22717	2000
8140	-1554.22717	2000
8150	-1564.22717	2000
8160	-1574.22717	2000
8170	-1584.22717	2000
8180	-1594.22717	2000
8190	-1604.22717	2000
8200	-1614.22717	2000
8210	-1624.22717	2000
8220	-1634.22717	2000
8230	-1644.22717	2000
8240	-1654.22717	2000
8250	-1664.22717	2000
8260	-1674.22717	2000
8270	-1684.22717	2000
8280	-1694.22717	2000
8290	-1704.22705	1999.97021
8300	-1714.22192	1999.66272
8310	-1724.20093	1999.02222
8320	-1734.15295	1998.04956
8330	-1744.06714	1996.74585
8340	-1753.93237	1995.1123
8350	-1763.73767	1993.151
8360	-1773.47217	1990.86401
8370	-1783.125	1988.25378
8380	-1792.68555	1985.32336
8390	-1802.14307	1982.07593
8400	-1811.48706	1978.51501
8410	-1820.70728	1974.64478
8420	-1829.79333	1970.46936
8430	-1838.73523	1965.99353
8440	-1847.52295	1961.22205
8450	-1856.14685	1956.1604
8460	-1864.59717	1950.81421
8470	-1872.86462	1945.18933
8480	-1880.94006	1939.29199
8490	-1888.81458	1933.12891
8500	-1896.47913	1926.70679
8510	-1903.92554	1920.03271
8520	-1911.14526	1913.11426
8530	-1918.13049	1905.95898
8540	-1924.87329	1898.57483
8550	-1931.36633	1890.97021
8560	-1937.60229	1883.15332
8570	-1943.57434	1875.13293
8580	-1949.27576	1866.91797
8590	-1954.70007	1858.5177
8600	-1959.84155	1849.94116
8610	-1964.69434	1841.19812
8620	-1969.25305	1832.2981
8630	-1973.51257	1823.25122
8640	-1977.46826	1814.06738
8650	-1981.11572	1804.75671
8660	-1984.45081	1795.32971
8670	-1987.46985	1785.79688
8680	-1990.16943	1776.1687
8690	-1992.54675	1766.45581
8700	-1994.59912	1756.66919
8710	-1996.32397	1746.81958
8720	-1997.71973	1736.91785
8730	-1998.78479	1726.97522
8740	-1999.51782	1717.00256
8750	-1999.91809	1707.01111
8760	-2000	1697.01172
8770	-2000	1687.01172
8780	-2000	1677.01172
8790	-2000	1667.01172
8800	-2000	1657.01172
8810	-2000	1647.01172
8820	-2000	1637.01172
8830	-2000	1627.01172
8840	-2000	1617.01172
8850	-2000	1607.01172
8860	-2000	1597.01172
8870	-2000	1587.01172
8880	-2000	1577.01172
8890	-2000	1567.01172
8900	-2000	1557.01172
8910	-2000	1547.01172
8920	-2000	1537.01172
8930	-2000	1527.01172
8940	-2000	1517.01172
8950	-2000	1507.01172
8960	-2000	1497.01172
8970	-2000	1487.01172
8980	-2000	1477.01172
8990	-2000	1467.01172
9000	-2000	1457.01172
9010	-2000	1447.01172
9020	-2000	1437.01172
9030	-2000	1427.01172
9040	-2000	1417.01172
9050	-2000	1407.01172
9060	-2000	1397.01172
9070	-2000	1387.01172
9080	-2000	1377.01172
9090	-2000	1367.01172
9100	-2000	1357.01172
9110	-2000	1347.01172
9120	-2000	1337.01172
9130	-2000	1327.01172
9140	-2000	1317.01172
9150	-2000	1307.01172
9160	-2000	1297.01172
9170	-2000	1287.01172
9180	-2000	1277.01172
9190	-2000	1267.01172
9200	-2000	1257.01172
9210	-2000	1247.01172
9220	-2000	1237.01172
9230	-2000	1227.01172
9240	-2000	1217.01172
9250	-2000	1207.01172
9260	-2000	1197.01172
9270	-2000	1187.01172
9280	-2000	1177.01172
9290	-2000	1167.01172
9300	-2000	1157.01172
9310	-2000	1147.01172
9320	-2000	1137.01172
9330	-2000	1127.01172
9340	-2000	1117.01172
9350	-2000	1107.01172
9360	-2000	1097.01172
9370	-2000	1087.01172
9380	-2000	1077.01172
9390	-2000	1067.01172
9400	-2000	1057.01172
9410	-2000	1047.01172
9420	-2000	1037.01172
9430	-2000	1027.01172
9440	-2000	1017.01172
9450	-2000	1007.01172
9460	-2000	997.011719
9470	-2000	987.011719
9480	-2000	977.011719
9490	-2000	967.011719
9500	-2000	957.011719
9510	-2000	947.011719
9520	-2000	937.011719
9530	-2000	927.011719
9540	-2000	917.011719
9550	-2000	907.011719
9560	-2000	897.011719
9570	-2000	887.011719
9580	-2000	877.011719
9590	-2000	867.011719
9600	-2000	857.011719
